Ticket created - Month,Ticket ID,Tickets,service_tags_json,product_tags_json,company_name,segment,industry_bucket,country_of_residence
August,243499,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[""helpfulness"",""clarity"",""responsiveness""],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_positive""],""reasoning"":""HR couldn't locate Fatmata Sillah and asked for identifying details; Sophie provided nursery, employment dates and confirmed no other names, resolving the query."",""conversation_summary"":""HR asked for details to locate Fatmata Sillah for a reference. Sophie provided the nursery (Penge East Day Nursery, formerly Three Little Birds Penge), employment dates (11 Oct 2021–Dec 2022), confirmed no other names, and offered further assistance. The request was resolved.""}",,,,,
August,243565,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support agent asked the candidate to print, sign (pen or mouse pad), date DD/MM/YYYY, and reply with the attached form to continue a background/qualification check for Ark."",""conversation_summary"":""Zinc Support (agent) contacted the candidate to continue a background/qualification check for Ark, requesting the attached form be printed, signed in pen (or on a mouse pad if no printer), dated DD/MM/YYYY, and returned as an email attachment. The agent offered further assistance if needed.""}",,,,,
August,243592,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified recipient that the qualification check was cancelled for missing documents and provided a resubmission link."",""conversation_summary"":""Agent Ella followed up to inform the recipient that their qualification check for Practice Plus Group was cancelled because required documents weren't received. She provided a link to resubmit the qualification details and invited them to get in touch for assistance.""}",,,,,
August,243622,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested the candidate print, complete, sign, and return the attached consent form to continue the background check."",""conversation_summary"":""Zinc Support contacted the candidate to request a printed, completed, and pen-signed consent form (attached) needed by the institution to proceed with a background/qualification check. They asked the candidate to reply with the document attached and offered further assistance; status: awaiting the returned form.""}",,,,,
August,243679,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support repeatedly requested a signed ID consent and clear copy of ID via multiple reminder emails; customer has not responded."",""conversation_summary"":""Support requested Marwa complete a qualification check by returning a signed ID consent form and a clear copy of valid ID. Multiple follow-up reminder emails were sent over several months. The requested documents remain outstanding and no customer reply is recorded.""}",,,,,
August,244302,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Zinc requested the candidate submit an accepted proof-of-address document to complete an address check, provided acceptable/invalid examples and an upload link."",""conversation_summary"":""Zinc emailed Danica asking her to submit proof of address to finish an address check. The message lists accepted documents, items not accepted, and provides an upload button and live chat option. The request is awaiting the candidate’s submission.""}",,,,,
August,244386,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""clear_resolution"",""reactive_support""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""User confirmed Adult DBS and detailed the candidate's duties; agent acknowledged and said they'll request more info if needed."",""conversation_summary"":""Agent submitted an Enhanced DBS request and asked Valerie to confirm the candidate's role and barred list requirements. Valerie confirmed an Adult DBS and provided detailed responsibilities. Agent acknowledged receipt and will reach out if further information is required; case pending potential follow-up.""}",,,,,
August,244438,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent submitted Enhanced DBS and asked client to confirm role details and barred-list needs, providing guidance link; awaiting client response."",""conversation_summary"":""Agent informed the client that an Enhanced DBS was submitted for Elaine Firbank but the DBS requires detailed role information and whether an Adult/Children's barred list is needed. The agent requested a role description, details of regulated activity if applicable, and provided a guidance link. Waiting on the client's confirmation.""}",,,,,
August,244697,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[],""reasoning"":""Agent proactively requested an employer reference for Retzina, providing a link and privacy options."",""conversation_summary"":""Agent (Georgia) contacted SUGARMAN HEALTH AND WELLBEING LIMITED to request a job reference for Retzina Soulaniakou, provided a link to confirm work details, offered option to submit a standard or private reference, and invited questions. Awaiting the employer's response.""}",,,,,
August,244701,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested a reference for Retzina, provided a verification link and privacy options, and invited questions; awaiting the employer's response."",""conversation_summary"":""Agent Georgia emailed Ampton Burlington Court Care requesting a reference for candidate Retzina Soulaniakou. The message included a link to confirm work details, allowed submitting a standard or preferred-format reference, and explained privacy visibility. The provider was invited to ask questions; status: awaiting their reference.""}",,,,,
August,244708,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""clear_resolution"",""empathy_displayed""],""tone"":[""empathetic""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified candidate the right-to-work check failed due to an expired passport and asked them to resubmit with guidance and a link."",""conversation_summary"":""Zinc support informed Sian their right-to-work check failed because their passport was expired. The agent provided an example image, clear instructions, a submission link, and alternatives (birth certificate + National Insurance) and offered further help. Awaiting Sian's resubmission.""}",,,,,
August,244849,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""clear_resolution"",""empathy_displayed""],""tone"":[""empathetic""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified Sophie her identity check failed, gave a link and clear photo instructions to re-upload a valid ID and offered further assistance."",""conversation_summary"":""Support (Augustine) informed Sophie that her identity check failed because the document was unsupported. They provided a link, detailed photo and document guidelines for acceptable IDs, and offered help. Next step: Sophie should re-upload a valid ID using the provided link.""}",,,,,
August,244869,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively asked Mohamed to confirm the email used on Verifyaward so the background/qualification check can proceed."",""conversation_summary"":""Support agent (Zinc Work) reached out to Mohamed on behalf of Ark to request confirmation of the email used on the Verifyaward site so they can continue his background/qualification check. The agent offered further assistance and is awaiting Mohamed’s reply.""}",,,,,
August,244876,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested confirmation of the correct institution name to continue the candidate's background check; awaiting the recipient's reply."",""conversation_summary"":""Support agent Jas (Zinc Work) contacted Denise on behalf of Templeton Research to confirm the correct institution name for her qualification/background check. The agent offered assistance and requested a reply; the matter is pending Denise's response.""}",,,,,
August,244894,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked the applicant to attach a diploma (showing course and institution) to proceed with a qualification check."",""conversation_summary"":""Agent (Nadimur) reached out requesting the user's diploma with course and institution clearly visible to continue a qualification check. The message is a polite, proactive request; the case is awaiting the user to attach the requested document.""}",,,,,
August,244900,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Zinc Support (on behalf of Belong) proactively requested personal details (name, employee number, NI, DOB) for HMPPS background checks; awaiting reply."",""conversation_summary"":""Zinc Work support (for Belong Limited) contacted the recipient requesting full name at time of employment, employee number, National Insurance number, and date of birth to provide to HMPPS for background checks. They invited questions and are awaiting the recipient's response.""}",,,,,
August,244904,1.00000000000000000000,"{""user"":""candidate_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""reactive_support"",""unclear_resolution"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Candidate asked if a signed document suffices for diploma verification; agent asked for the diploma/transcript or full qualification details to complete checks."",""conversation_summary"":""Candidate provided a signed document and asked if it could be used to verify their diploma (noting the school charges for an official copy). Agent replied asking for either the diploma/transcript or confirmation of full qualification details (institution name/address, exact diploma type, enrollment dates). The check remains pending awaiting the requested details.""}",,,,,
August,244915,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent reminded the recipient to provide a diploma/transcript and exact institution details to complete checks, offering assistance; documents still awaited."",""conversation_summary"":""Agent Fee sent a polite follow-up to Micheal requesting a copy of his Business Management diploma or transcript (with course and institution clearly stated) plus the institution name, location, and website. The agent offered help; the verification is pending until the documents are provided.""}",,,,,
August,244919,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""No user reply; agent requested scanned certificate, ID consent form, and proof of identity, then sent a reminder and offered assistance."",""conversation_summary"":""Agent contacted Sabir to request documents for a qualification check: a scanned original certificate (showing course and institution), the ID Consent form, and one identity document (birth certificate, passport, or driving license). A reminder was sent; agent offered further help. Status: awaiting Sabir’s attachments.""}",,,,,
August,244959,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested the original diploma and diploma type to complete qualification checks and later sent a reminder since documents are still outstanding."",""conversation_summary"":""Agent asked Javier to provide the original diploma and confirm the diploma type, noting the previously provided document was not acceptable. A second agent sent a polite reminder. The case is awaiting Javier’s uploaded documents to complete the checks.""}",,,,,
August,244996,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested David send a diploma copy and reconfirm the diploma type to complete a qualification check."",""conversation_summary"":""Agent Nadz proactively asked David to attach a copy of his diploma and confirm the diploma type to proceed with a qualification check. The message offered further assistance; no documents have been provided yet.""}",,,,,
August,245007,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agents proactively requested a notarised signature and correct documents for an education/qualification check and sent a reminder offering assistance."",""conversation_summary"":""Support agents informed Edith that a notarised signature and correct documents are required to complete her education/qualification check, requested she submit them as email attachments, and later sent a polite reminder. Status: awaiting the requested documents.""}",,,,,
August,245023,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested a signed special consent form to continue the candidate's background/qualification check; awaiting user's return of the form."",""conversation_summary"":""Support contacted Rob to request a specific hand-signed consent form needed to continue a background/qualification check for Weybourne Group. The agent attached the form, explained how to return it, and offered further assistance. No user response yet; action pending the returned form.""}",,,,,
August,245042,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested a copy of the diploma (with full series number) and the registration number to proceed with a qualification check; awaiting user documents."",""conversation_summary"":""Agent contacted Roman to request documents needed for a qualification check: a copy of the diploma with the full series number and the registration number, to be sent as an email attachment. The case is pending receipt of the requested documents.""}",,,,,
August,245111,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""finance"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""empathetic""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support flagged a name mismatch between system and diploma and requested the candidate confirm their full name to proceed with the background/qualification check."",""conversation_summary"":""Zinc Support (for TerraPay) reached out to Saif about a discrepancy between the name on file (Saifeldin Soltan) and the diploma. They asked him to confirm his full name to continue the qualification/background check, offered assistance, and are awaiting his reply.""}",,,,,
August,245124,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested Edward confirm and attach his diploma type for background checks and sent a reminder; awaiting his response."",""conversation_summary"":""Support contacted Edward to request the exact type of diploma (as an attachment) needed to complete background checks for Specialist Risk Group, then sent a gentle reminder. No response from Edward yet; the checks are pending receipt of the document.""}",,,,,
August,245128,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested the exact diploma type (as an attachment) to complete a qualification check for Oldham Sixth Form College; awaiting the user's response."",""conversation_summary"":""Agent Nadimur contacted Jamil asking for the exact type of diploma (attach to the email) to proceed with a qualification check for Oldham Sixth Form College, noted there may be additional related emails, and is awaiting the user's documents.""}",,,,,
August,245139,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested signed consent forms, two ID documents, and academic details for a background check and provided a secure upload link."",""conversation_summary"":""Zinc Support reached out to request a Pearson consent form, an ID consent form, two acceptable ID documents, and confirmation of academic details for a background check. They supplied a secure upload link and are awaiting the candidate's documents.""}",,,,,
August,245144,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested the exact diploma type for qualification checks and later sent a reminder; awaiting the customer's document."",""conversation_summary"":""Support agents asked Jamil to provide the exact type of diploma (related to John Henry Newman College) to complete qualification checks, then sent a follow-up reminder. No customer reply yet; the case remains open pending the requested attachment.""}",,,,,
August,245152,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked Jamil to send a corrected form showing the right university after awards@hud.ac.uk flagged a mismatch, and offered assistance to proceed with qualification check."",""conversation_summary"":""Agent (Nadimur) contacted Jamil to request a form with the correct university name for a qualification check after awards@hud.ac.uk reported the submitted form listed 'Coventry' instead of 'Huddersfield'. The agent asked Jamil to attach the corrected form and offered further help; awaiting the user's response.""}",,,,,
August,245156,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified Christine that a referee couldn't find her record and requested additional identifying details to locate her and provide the reference."",""conversation_summary"":""Agent informed Christine that her referee at Western Elms & Circuit Lane Surgeries could not locate her records. The agent politely requested additional information (alternative names, dates, role, IDs, colleagues) to help identify her and provide the reference. Awaiting Christine's reply.""}",,,,,
August,245158,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked Grace to provide the correct diploma type as an attachment to proceed with a qualification check."",""conversation_summary"":""Agent Nadz contacted Grace requesting the correct type of diploma as an attachment so the support team can proceed with her qualification check, offered further assistance, and is awaiting Grace’s response.""}",,,,,
August,245159,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively notified the candidate to start background checks, provided a link and Google-login instructions, and offered assistance."",""conversation_summary"":""Zinc Support reached out to Amy to report that she has not started her background checks for Methodist Homes. The agent provided the submission link, reminded her to use the Google shortcut for login, and offered help. Action pending: candidate to submit details.""}",,,,,
August,245189,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested DBS eligibility details (legislative wording, role activities, premises, contacts, vulnerability rationale) and asked for a response within 5 days; warned application may be withdraw"",""conversation_summary"":""A client support officer emailed about DBS application HR06542249 requesting clarification to confirm eligibility. They asked for legislative wording, activities, premises, contact groups, and why individuals are vulnerable; asked for this within 5 days, warned the application may be withdrawn and fee forfeited, and provided tracking guidance.""}",,,,,
August,245194,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[],""reasoning"":""User requested clarification for DBS application HR06437762; agent confirmed the role requires an Enhanced DBS with Children and Adult Barred List checks."",""conversation_summary"":""Rebecca asked for clarification on DBS application HR06437762. The agent confirmed the candidate is a Triage Call Handler and requires an Enhanced DBS including Children and Adult Barred List checks, and offered to provide additional information if needed. No further action pending unless requested.""}",,,,,
August,245201,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested the candidate obtain an 'Extract of Diploma' via My DUO and attach the issued diploma; offered assistance."",""conversation_summary"":""Support agent (Nadz) reached out to Linda asking her to complete a verification via the My DUO Student Portal, request an 'Extract of Diploma', and send the issued diploma back as an attachment. The message includes step-by-step instructions and an offer of help; awaiting Linda's response/documents.""}",,,,,
August,245235,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked Denma to provide a reference for Kate, gave a link, outlined submission/privacy options, and invited questions."",""conversation_summary"":""Kate Gregory requested a job reference. Support agent Georgia Chapman notified Denma, provided a link to confirm work details, offered the option to submit a standard or custom reference, explained privacy settings (shared with candidate and employer unless marked private), and asked Denma to reach out with questions. Awaiting Denma's response.""}",,,,,
August,245257,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support proactively requested verification of the training company's status and the candidate's professional license name to continue a background check."",""conversation_summary"":""Zinc Support (on behalf of ATC/Arvato) contacted Eghosa to continue a background check. They asked the candidate to confirm whether the training company still exists or operates under the same name and to provide contact details, and to confirm the name of their professional license (Telecoms Engineers). Awaiting the candidate's response.""}",,,,,
August,245291,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""No customer reply; agent requested the exact diploma type for a qualification check, clarified college and subject, apologized for a duplicate email and will resend."",""conversation_summary"":""Agent reached out to Panashe requesting the exact type of diploma to proceed with a qualification check for Guildford College (Laser Learning Awards). Agent clarified which email to respond to, apologized for a duplicate message, and said they'd resend the second email. Awaiting the user's response.""}",,,,,
August,245306,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively informed Finley the address couldn't be verified and requested an address proof document, listing acceptable types and providing an upload link."",""conversation_summary"":""Zinc support informed Finley that their submitted address could not be verified and asked them to upload an address proof document (bank/building society statement, mortgage, utility bill, council tax, or benefits letter) via the provided submission page link. Support offered further assistance and is awaiting the upload.""}",,,,,
August,245311,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested Michael's numeric employee ID so Amazon can proceed with background checks."",""conversation_summary"":""Tobi from Zinc Support (on behalf of CoreWeave) proactively contacted Michael about his background checks, asking him to provide a valid numerical employee ID requested by Amazon. The agent invited questions; the issue remains open pending Michael's response.""}",,,,,
August,245314,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively informed candidate that background checks have not been started, provided login email and submission link, and offered assistance."",""conversation_summary"":""Zinc Support contacted Cerys to say her background checks for Belong have not been started. The agent asked her to log in with cerys.harley@belong.org.uk, included a submission link, and offered help. No action reported yet; awaiting the candidate to begin checks.""}",,,,,
August,245320,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested Michael's numeric employee ID so Amazon can continue the background check process."",""conversation_summary"":""Support agent (Tobi) contacted Michael on behalf of CoreWeave to request a valid numerical employee ID that Amazon needs to proceed with background checks. The message is a polite, proactive request and the case is awaiting the candidate's response.""}",,,,,
August,245323,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agents requested the exact diploma type for a Guildford College (Laser Learning Awards) qualification check and sent a reminder; awaiting user response."",""conversation_summary"":""Support asked Panashe to provide the exact diploma type to complete a qualification check for Guildford College (Laser Learning Awards). A follow-up reminder was sent when no response arrived. The request remains open pending the user's reply.""}",,,,,
August,245333,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked the candidate to confirm their name/alias due to a mismatch between system name and diploma and requested an email reply."",""conversation_summary"":""Support agent reached out to Anton noting a discrepancy between the system name (Anton Login) and the diploma (Anton Khomchenko). The agent asked him to confirm his name or whether it is an alias, requested a reply to the email, and offered further assistance. Awaiting the candidate's response.""}",,,,,
August,245349,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested completed handwritten City & Guilds and ID consent forms and asked to confirm a name discrepancy to proceed with a professional license check."",""conversation_summary"":""Sophie from Zinc Support reached out to Eghosa about a Telecoms City & Guilds license check, requesting completed handwritten City & Guilds and ID consent forms and asking to confirm a name discrepancy (Eghosa Ogbeide vs Ayo Ogbeide). The team offered further assistance; the case is pending the returned documents.""}",,,,,
